"FirstName","MiddleName","LastName","Suffix","TOTAL_VOTES","Party","WriteInVote","LOCALITY_CODE","LocalityName","PrecinctName","Jurisdiction","OfficeTitle","DistrictType","ElectionType","ELECTION_DATE","ElectionName"
"WILLIAM","ROBERT","DESTEPH","Jr.","300","Independent","0","810","VIRGINIA BEACH CITY","024 - LARKSPUR","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","5","","1","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","12","","1","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","7","","1","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - Beach","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","8","","1","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - Lynnhaven","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","7","","1","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - At Large Special","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","3","","1","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - Bayside","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","6","","1","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - Princess Anne","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","6","","1","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - Princess Anne","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","11","","1","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - Bayside","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","24","","1","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - Beach ","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","6","","1","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - Lynnhaven","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","810","VIRGINIA BEACH CITY","025 - AVALON","02","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ANDREW","ROBERT","JACKSON","","176","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"ASHLEY","KYLE","MCLEOD","","841","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - At Large Special","","General","11/2/2010 12:00:00 AM","2010 November General"
"BARBARA","M","HENLEY","","698","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - Princess Anne","","General","11/2/2010 12:00:00 AM","2010 November General"
"CAROLYN","DALE","WEEMS","","775","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - Bayside","","General","11/2/2010 12:00:00 AM","2010 November General"
"CARRAY","","BANKS","Jr.","339","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - Bayside","","General","11/2/2010 12:00:00 AM","2010 November General"
"DAVID","SCOTT","REDMOND","","230","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"DAVID","SCOTT","SEERY","","505","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"DOROTHY","MADELENE","HOLTZ","","611","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"EDWARD","SCOTT","RIGELL","","986","Republican","0","810","VIRGINIA BEACH CITY","025 - AVALON","02","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"EMMA","L","DAVIS","","989","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - Lynnhaven","","General","11/2/2010 12:00:00 AM","2010 November General"
"GEORGE","","FURMAN","III","477","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - Bayside","","General","11/2/2010 12:00:00 AM","2010 November General"
"GERTRUDE","HAYNES","WAUGH","","266","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - At Large Special","","General","11/2/2010 12:00:00 AM","2010 November General"
"GLENN","CARLYLE","NYE","III","514","Democrat","0","810","VIRGINIA BEACH CITY","025 - AVALON","02","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","DARNELL","CABINESS","II","106","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","LEACH","WOOD","","808","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - Lynnhaven","","General","11/2/2010 12:00:00 AM","2010 November General"
"JEANETTE","TONI","HEDRICK","","389","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - Lynnhaven","","General","11/2/2010 12:00:00 AM","2010 November General"
"JOHN","DARRELL","MOSS","","476","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"JOHN","EDWARD","UHRIN","","988","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - Beach ","","General","11/2/2010 12:00:00 AM","2010 November General"
"KENNETH","EUGENE","GOLDEN","","76","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","02","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"LOUIS","RAY","JONES","","680","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - Bayside","","General","11/2/2010 12:00:00 AM","2010 November General"
"RITA","SWEET","BELLITTO","","555","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"SAMUEL","GASTON","REID","","1017","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - Beach","","General","11/2/2010 12:00:00 AM","2010 November General"
"TANYA","JONES","BULLOCK","","575","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - Princess Anne","","General","11/2/2010 12:00:00 AM","2010 November General"
"TODD","CALVERT","DAVIDSON","","553","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"WALTER","WILLIAM","ERB","","308","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"WILLIAM","JOSEPH","BRUNKE","IV","995","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member School Board - Princess Anne","","General","11/2/2010 12:00:00 AM","2010 November General"
"WILLIAM","ROBERT","DESTEPH","Jr.","522","Independent","0","810","VIRGINIA BEACH CITY","025 - AVALON","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","4","","1","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","7","","1","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","5","","1","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - Beach","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","6","","1","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - Lynnhaven","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","4","","1","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - At Large Special","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","3","","1","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - Bayside","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","7","","1","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - Princess Anne","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - Princess Anne","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - Bayside","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","14","","1","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - Beach ","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","1","","1","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - Lynnhaven","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","2","","1","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","02","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"ANDREW","ROBERT","JACKSON","","161","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"ASHLEY","KYLE","MCLEOD","","693","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - At Large Special","","General","11/2/2010 12:00:00 AM","2010 November General"
"BARBARA","M","HENLEY","","637","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - Princess Anne","","General","11/2/2010 12:00:00 AM","2010 November General"
"CAROLYN","DALE","WEEMS","","697","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - Bayside","","General","11/2/2010 12:00:00 AM","2010 November General"
"CARRAY","","BANKS","Jr.","278","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - Bayside","","General","11/2/2010 12:00:00 AM","2010 November General"
"DAVID","SCOTT","REDMOND","","221","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"DAVID","SCOTT","SEERY","","469","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"DOROTHY","MADELENE","HOLTZ","","494","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"EDWARD","SCOTT","RIGELL","","836","Republican","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","02","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"EMMA","L","DAVIS","","843","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - Lynnhaven","","General","11/2/2010 12:00:00 AM","2010 November General"
"GEORGE","","FURMAN","III","343","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - Bayside","","General","11/2/2010 12:00:00 AM","2010 November General"
"GERTRUDE","HAYNES","WAUGH","","268","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - At Large Special","","General","11/2/2010 12:00:00 AM","2010 November General"
"GLENN","CARLYLE","NYE","III","478","Democrat","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","02","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","DARNELL","CABINESS","II","105","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"JAMES","LEACH","WOOD","","738","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - Lynnhaven","","General","11/2/2010 12:00:00 AM","2010 November General"
"JEANETTE","TONI","HEDRICK","","302","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - Lynnhaven","","General","11/2/2010 12:00:00 AM","2010 November General"
"JOHN","DARRELL","MOSS","","344","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"JOHN","EDWARD","UHRIN","","867","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - Beach ","","General","11/2/2010 12:00:00 AM","2010 November General"
"KENNETH","EUGENE","GOLDEN","","61","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","02","Member House of Representatives","Congressional","General","11/2/2010 12:00:00 AM","2010 November General"
"LOUIS","RAY","JONES","","694","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - Bayside","","General","11/2/2010 12:00:00 AM","2010 November General"
"RITA","SWEET","BELLITTO","","527","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"SAMUEL","GASTON","REID","","841","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - Beach","","General","11/2/2010 12:00:00 AM","2010 November General"
"TANYA","JONES","BULLOCK","","490","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - Princess Anne","","General","11/2/2010 12:00:00 AM","2010 November General"
"TODD","CALVERT","DAVIDSON","","479","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"WALTER","WILLIAM","ERB","","295","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"WILLIAM","JOSEPH","BRUNKE","IV","834","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member School Board - Princess Anne","","General","11/2/2010 12:00:00 AM","2010 November General"
"WILLIAM","ROBERT","DESTEPH","Jr.","497","Independent","0","810","VIRGINIA BEACH CITY","026 - FAIRFIELD","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","8","","1","810","VIRGINIA BEACH CITY","027 - EDWIN","VIRGINIA BEACH CITY","Member City Council - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","13","","1","810","VIRGINIA BEACH CITY","027 - EDWIN","VIRGINIA BEACH CITY","Member School Board - At Large","","General","11/2/2010 12:00:00 AM","2010 November General"
"","","WRITE IN VOTES","","6","","1","810","VIRGINIA BEACH CITY","027 - EDWIN","VIRGINIA BEACH CITY","Member School Board - Beach","","General","11/2/2010 12:00:00 AM","2010 November General"
